time(sec),ch1,ch2,ch3
10.867,-0.137,-0.137,-0.137
10.875,-0.137,-0.137,-0.137
10.883,-0.137,-0.137,-0.137
10.891,-0.137,-0.137,-0.137
10.898,-0.137,-0.137,-0.137
10.906,-0.137,-0.137,-0.137
10.914,-0.137,-0.137,-0.137
10.922,-0.137,-0.137,-0.137
10.93,-0.137,-0.137,-0.137
10.938,-0.137,-0.137,-0.137
10.945,-0.137,-0.137,-0.137
10.953,-0.137,-0.137,-0.137
10.961,-0.137,-0.137,-0.137
10.969,-0.137,-0.137,-0.137
10.977,-0.137,-0.137,-0.137
10.984,-0.137,-0.137,-0.137
10.992,-0.137,-0.137,-0.137
11,-0.137,-0.137,-0.137
11.008,-0.137,-0.137,-0.137
11.016,-0.137,-0.137,-0.137
11.023,-0.137,-0.137,-0.137
11.031,-0.137,-0.137,-0.137
11.039,-0.137,-0.137,-0.137
11.047,-0.137,-0.137,-0.137
11.055,-0.137,-0.137,-0.137
11.063,-0.137,-0.137,-0.137
11.07,-0.137,-0.137,-0.137
11.078,-0.137,-0.137,-0.137
11.086,-0.137,-0.137,-0.137
11.094,-0.137,-0.137,-0.137
11.102,-0.137,-0.137,-0.137
11.109,-0.137,-0.137,-0.137
11.117,-0.137,-0.137,-0.137
11.125,-0.137,-0.137,-0.137
11.133,-0.137,-0.137,-0.137
11.141,-0.137,-0.137,-0.137
11.148,-0.137,-0.137,-0.137
11.156,-0.137,-0.137,-0.137
11.164,-0.137,-0.137,-0.137
11.172,-0.137,-0.137,-0.137
11.18,-0.137,-0.137,-0.137
11.188,-0.137,-0.137,-0.137
11.195,-0.137,-0.137,-0.137
11.203,-0.137,-0.137,-0.137
11.211,-0.137,-0.137,-0.137
11.219,-0.137,-0.137,-0.137
11.227,-0.137,-0.137,-0.137
11.234,-0.137,-0.137,-0.137
11.242,-0.137,-0.137,-0.137
11.25,-0.137,-0.137,-0.137
11.258,-0.137,-0.137,-0.137
11.266,-0.137,-0.137,-0.137
11.273,-0.137,-0.137,-0.137
11.281,-0.137,-0.137,-0.137
11.289,-0.137,-0.137,-0.137
11.297,-0.137,-0.137,-0.137
11.305,-0.137,-0.137,-0.137
11.313,-0.137,-0.137,-0.137
11.32,-0.137,-0.137,-0.137
11.328,-0.137,-0.137,-0.137
11.336,-0.137,-0.137,-0.137
11.344,-0.137,-0.137,-0.137
11.352,-0.137,-0.137,-0.137
11.359,-0.137,-0.137,-0.137
11.367,-0.137,-0.137,-0.137
11.375,-0.137,-0.137,-0.137
11.383,-0.137,-0.137,-0.137
11.391,-0.137,-0.137,-0.137
11.398,-0.137,-0.137,-0.137
11.406,-0.137,-0.137,-0.137
11.414,-0.137,-0.137,-0.137
11.422,-0.137,-0.137,-0.137
11.43,0.078,0.078,0.078
11.438,0.627,0.627,0.627
11.445,0.765,0.765,0.765
11.453,0.804,0.804,0.804
11.461,0.804,0.804,0.804
11.469,0.804,0.804,0.804
11.477,0.804,0.804,0.804
11.484,0.804,0.804,0.804
11.492,0.804,0.804,0.804
11.5,0.804,0.804,0.804
11.508,0.804,0.804,0.804
11.516,0.804,0.804,0.804
11.523,0.804,0.804,0.804
11.531,0.804,0.804,0.804
11.539,0.804,0.804,0.804
11.547,0.804,0.804,0.804
11.555,0.804,0.804,0.804
11.563,0.804,0.804,0.804
11.57,0.569,0.569,0.569
11.578,0.02,0.02,0.02
11.586,-0.098,-0.098,-0.098
11.594,-0.137,-0.137,-0.137
11.602,-0.137,-0.137,-0.137
11.609,-0.137,-0.137,-0.137
11.617,-0.137,-0.137,-0.137
11.625,-0.137,-0.137,-0.137
11.633,-0.137,-0.137,-0.137
11.641,-0.137,-0.137,-0.137
11.648,-0.137,-0.137,-0.137
11.656,-0.137,-0.137,-0.137
11.664,-0.137,-0.137,-0.137
11.672,-0.137,-0.137,-0.137
11.68,-0.137,-0.137,-0.137
11.688,-0.137,-0.137,-0.137
11.695,-0.137,-0.137,-0.137
11.703,-0.137,-0.137,-0.137
11.711,-0.137,-0.137,-0.137
11.719,-0.137,-0.137,-0.137
11.727,-0.137,-0.137,-0.137
11.734,-0.137,-0.137,-0.137
11.742,-0.137,-0.137,-0.137
11.75,-0.137,-0.137,-0.137
11.758,-0.137,-0.137,-0.137
11.766,-0.137,-0.137,-0.137
11.773,-0.137,-0.137,-0.137
11.781,-0.137,-0.137,-0.137
11.789,-0.137,-0.137,-0.137
11.797,-0.137,-0.137,-0.137
11.805,-0.137,-0.137,-0.137
11.813,-0.137,-0.137,-0.137
11.82,-0.137,-0.137,-0.137
11.828,-0.137,-0.137,-0.137
11.836,-0.137,-0.137,-0.137
11.844,-0.137,-0.137,-0.137
11.852,-0.137,-0.137,-0.137
11.859,-0.137,-0.137,-0.137
11.867,-0.137,-0.137,-0.137
11.875,-0.137,-0.137,-0.137
11.883,-0.137,-0.137,-0.137
11.891,-0.137,-0.137,-0.137
11.898,-0.137,-0.137,-0.137
11.906,-0.137,-0.137,-0.137
11.914,-0.137,-0.137,-0.137
11.922,-0.137,-0.137,-0.137
11.93,-0.137,-0.137,-0.137
11.938,-0.137,-0.137,-0.137
11.945,-0.137,-0.137,-0.137
11.953,-0.137,-0.137,-0.137
11.961,-0.137,-0.137,-0.137
11.969,-0.137,-0.137,-0.137
11.977,-0.137,-0.137,-0.137
11.984,-0.137,-0.137,-0.137
11.992,-0.137,-0.137,-0.137
12,-0.137,-0.137,-0.137
12.008,-0.137,-0.137,-0.137
12.016,-0.137,-0.137,-0.137
12.023,-0.137,-0.137,-0.137
12.031,-0.137,-0.137,-0.137
12.039,-0.137,-0.137,-0.137
12.047,-0.137,-0.137,-0.137
12.055,-0.137,-0.137,-0.137
12.063,-0.137,-0.137,-0.137
12.07,-0.137,-0.137,-0.137
12.078,-0.137,-0.137,-0.137
12.086,-0.137,-0.137,-0.137
12.094,-0.137,-0.137,-0.137
12.102,-0.137,-0.137,-0.137
12.109,-0.137,-0.137,-0.137
12.117,-0.137,-0.137,-0.137
12.125,-0.137,-0.137,-0.137
12.133,-0.137,-0.137,-0.137
12.141,-0.137,-0.137,-0.137
12.148,-0.137,-0.137,-0.137
12.156,-0.137,-0.137,-0.137
12.164,-0.137,-0.137,-0.137
12.172,-0.137,-0.137,-0.137
12.18,-0.137,-0.137,-0.137
12.188,-0.137,-0.137,-0.137
12.195,-0.137,-0.137,-0.137
12.203,-0.137,-0.137,-0.137
12.211,-0.137,-0.137,-0.137
12.219,-0.137,-0.137,-0.137
12.227,-0.137,-0.137,-0.137
12.234,-0.137,-0.137,-0.137
12.242,-0.137,-0.137,-0.137
12.25,-0.137,-0.137,-0.137
12.258,-0.137,-0.137,-0.137
12.266,-0.137,-0.137,-0.137
12.273,-0.137,-0.137,-0.137
12.281,-0.137,-0.137,-0.137
12.289,-0.137,-0.137,-0.137
12.297,-0.137,-0.137,-0.137
12.305,-0.137,-0.137,-0.137
12.313,-0.137,-0.137,-0.137
12.32,-0.137,-0.137,-0.137
12.328,-0.137,-0.137,-0.137
12.336,-0.137,-0.137,-0.137
12.344,-0.137,-0.137,-0.137
12.352,-0.137,-0.137,-0.137
12.359,-0.137,-0.137,-0.137
12.367,-0.137,-0.137,-0.137
12.375,-0.137,-0.137,-0.137
12.383,-0.137,-0.137,-0.137
12.391,-0.137,-0.137,-0.137
12.398,-0.137,-0.137,-0.137
12.406,-0.137,-0.137,-0.137
12.414,-0.137,-0.137,-0.137
12.422,-0.137,-0.137,-0.137
12.43,0.078,0.078,0.078
12.438,0.627,0.627,0.627
12.445,0.765,0.765,0.765
12.453,0.804,0.804,0.804
12.461,0.804,0.804,0.804
12.469,0.804,0.804,0.804
12.477,0.804,0.804,0.804
12.484,0.804,0.804,0.804
12.492,0.804,0.804,0.804
12.5,0.804,0.804,0.804
12.508,0.804,0.804,0.804
12.516,0.804,0.804,0.804
12.523,0.804,0.804,0.804
12.531,0.804,0.804,0.804
12.539,0.804,0.804,0.804
12.547,0.804,0.804,0.804
12.555,0.804,0.804,0.804
12.563,0.804,0.804,0.804
12.57,0.569,0.569,0.569
12.578,0.02,0.02,0.02
12.586,-0.098,-0.098,-0.098
12.594,-0.137,-0.137,-0.137
12.602,-0.137,-0.137,-0.137
12.609,-0.137,-0.137,-0.137
12.617,-0.137,-0.137,-0.137
12.625,-0.137,-0.137,-0.137
12.633,-0.137,-0.137,-0.137
12.641,-0.137,-0.137,-0.137
12.648,-0.137,-0.137,-0.137
12.656,-0.137,-0.137,-0.137
12.664,-0.137,-0.137,-0.137
12.672,-0.137,-0.137,-0.137
12.68,-0.137,-0.137,-0.137
12.688,-0.137,-0.137,-0.137
12.695,-0.137,-0.137,-0.137
12.703,-0.137,-0.137,-0.137
12.711,-0.137,-0.137,-0.137
12.719,-0.137,-0.137,-0.137
12.727,-0.137,-0.137,-0.137
12.734,-0.137,-0.137,-0.137
12.742,-0.137,-0.137,-0.137
12.75,-0.137,-0.137,-0.137
12.758,-0.137,-0.137,-0.137
12.766,-0.137,-0.137,-0.137
12.773,-0.137,-0.137,-0.137
12.781,-0.137,-0.137,-0.137
12.789,-0.137,-0.137,-0.137
12.797,-0.137,-0.137,-0.137
12.805,-0.137,-0.137,-0.137
12.813,-0.137,-0.137,-0.137
12.82,-0.137,-0.137,-0.137
12.828,-0.137,-0.137,-0.137
12.836,-0.137,-0.137,-0.137
12.844,-0.137,-0.137,-0.137
12.852,-0.137,-0.137,-0.137
12.859,-0.137,-0.137,-0.137
12.867,-0.137,-0.137,-0.137
12.875,-0.137,-0.137,-0.137
12.883,-0.137,-0.137,-0.137
12.891,-0.137,-0.137,-0.137
12.898,-0.137,-0.137,-0.137
12.906,-0.137,-0.137,-0.137
12.914,-0.137,-0.137,-0.137
12.922,-0.137,-0.137,-0.137
12.93,-0.137,-0.137,-0.137
12.938,-0.137,-0.137,-0.137
12.945,-0.137,-0.137,-0.137
12.953,-0.137,-0.137,-0.137
12.961,-0.137,-0.137,-0.137
12.969,-0.137,-0.137,-0.137
12.977,-0.137,-0.137,-0.137
12.984,-0.137,-0.137,-0.137
12.992,-0.137,-0.137,-0.137
13,-0.137,-0.137,-0.137
13.008,-0.137,-0.137,-0.137
13.016,-0.137,-0.137,-0.137
13.023,-0.137,-0.137,-0.137
13.031,-0.137,-0.137,-0.137
13.039,-0.137,-0.137,-0.137
13.047,-0.137,-0.137,-0.137
13.055,-0.137,-0.137,-0.137
13.063,-0.137,-0.137,-0.137
13.07,-0.137,-0.137,-0.137
13.078,-0.137,-0.137,-0.137
13.086,-0.137,-0.137,-0.137
13.094,-0.137,-0.137,-0.137
13.102,-0.137,-0.137,-0.137
13.109,-0.137,-0.137,-0.137
13.117,-0.137,-0.137,-0.137
13.125,-0.137,-0.137,-0.137
13.133,-0.137,-0.137,-0.137
13.141,-0.137,-0.137,-0.137
13.148,-0.137,-0.137,-0.137
13.156,-0.137,-0.137,-0.137
13.164,-0.137,-0.137,-0.137
13.172,-0.137,-0.137,-0.137
13.18,-0.137,-0.137,-0.137
13.188,-0.137,-0.137,-0.137
13.195,-0.137,-0.137,-0.137
13.203,-0.137,-0.137,-0.137
13.211,-0.137,-0.137,-0.137
13.219,-0.137,-0.137,-0.137
13.227,-0.137,-0.137,-0.137
13.234,-0.137,-0.137,-0.137
13.242,-0.137,-0.137,-0.137
13.25,-0.137,-0.137,-0.137
13.258,-0.137,-0.137,-0.137
13.266,-0.137,-0.137,-0.137
13.273,-0.137,-0.137,-0.137
13.281,-0.137,-0.137,-0.137
13.289,-0.137,-0.137,-0.137
13.297,-0.137,-0.137,-0.137
13.305,-0.137,-0.137,-0.137
13.313,-0.137,-0.137,-0.137
13.32,-0.137,-0.137,-0.137
13.328,-0.137,-0.137,-0.137
13.336,-0.137,-0.137,-0.137
13.344,-0.137,-0.137,-0.137
13.352,-0.137,-0.137,-0.137
13.359,-0.137,-0.137,-0.137
13.367,-0.137,-0.137,-0.137
13.375,-0.137,-0.137,-0.137
13.383,-0.137,-0.137,-0.137
13.391,-0.137,-0.137,-0.137
13.398,-0.137,-0.137,-0.137
13.406,-0.137,-0.137,-0.137
13.414,-0.137,-0.137,-0.137
13.422,-0.137,-0.137,-0.137
13.43,0.078,0.078,0.078
13.438,0.627,0.627,0.627
13.445,0.765,0.765,0.765
13.453,0.804,0.804,0.804
13.461,0.804,0.804,0.804
13.469,0.804,0.804,0.804
13.477,0.804,0.804,0.804
13.484,0.804,0.804,0.804
13.492,0.804,0.804,0.804
13.5,0.804,0.804,0.804
13.508,0.804,0.804,0.804
13.516,0.804,0.804,0.804
13.523,0.804,0.804,0.804
13.531,0.804,0.804,0.804
13.539,0.804,0.804,0.804
13.547,0.804,0.804,0.804
13.555,0.804,0.804,0.804
13.563,0.804,0.804,0.804
13.57,0.569,0.569,0.569
13.578,0.02,0.02,0.02
13.586,-0.098,-0.098,-0.098
13.594,-0.137,-0.137,-0.137
13.602,-0.137,-0.137,-0.137
13.609,-0.137,-0.137,-0.137
13.617,-0.137,-0.137,-0.137
13.625,-0.137,-0.137,-0.137
13.633,-0.137,-0.137,-0.137
13.641,-0.137,-0.137,-0.137
13.648,-0.137,-0.137,-0.137
13.656,-0.137,-0.137,-0.137
13.664,-0.137,-0.137,-0.137
13.672,-0.137,-0.137,-0.137
13.68,-0.137,-0.137,-0.137
13.688,-0.137,-0.137,-0.137
13.695,-0.137,-0.137,-0.137
13.703,-0.137,-0.137,-0.137
13.711,-0.137,-0.137,-0.137
13.719,-0.137,-0.137,-0.137
13.727,-0.137,-0.137,-0.137
13.734,-0.137,-0.137,-0.137
13.742,-0.137,-0.137,-0.137
13.75,-0.137,-0.137,-0.137
13.758,-0.137,-0.137,-0.137
13.766,-0.137,-0.137,-0.137
13.773,-0.137,-0.137,-0.137
13.781,-0.137,-0.137,-0.137
13.789,-0.137,-0.137,-0.137
13.797,-0.137,-0.137,-0.137
13.805,-0.137,-0.137,-0.137
13.813,-0.137,-0.137,-0.137
13.82,-0.137,-0.137,-0.137
13.828,-0.137,-0.137,-0.137
13.836,-0.137,-0.137,-0.137
13.844,-0.137,-0.137,-0.137
13.852,-0.137,-0.137,-0.137
13.859,-0.137,-0.137,-0.137
13.867,-0.137,-0.137,-0.137
13.875,-0.137,-0.137,-0.137
13.883,-0.137,-0.137,-0.137
13.891,-0.137,-0.137,-0.137
13.898,-0.137,-0.137,-0.137
13.906,-0.137,-0.137,-0.137
13.914,-0.137,-0.137,-0.137
13.922,-0.137,-0.137,-0.137
13.93,-0.137,-0.137,-0.137
13.938,-0.137,-0.137,-0.137
13.945,-0.137,-0.137,-0.137
13.953,-0.137,-0.137,-0.137
13.961,-0.137,-0.137,-0.137
13.969,-0.137,-0.137,-0.137
13.977,-0.137,-0.137,-0.137
13.984,-0.137,-0.137,-0.137
13.992,-0.137,-0.137,-0.137
14,-0.137,-0.137,-0.137
14.008,-0.137,-0.137,-0.137
14.016,-0.137,-0.137,-0.137
14.023,-0.137,-0.137,-0.137
14.031,-0.137,-0.137,-0.137
14.039,-0.137,-0.137,-0.137
14.047,-0.137,-0.137,-0.137
14.055,-0.137,-0.137,-0.137
14.063,-0.137,-0.137,-0.137
14.07,-0.137,-0.137,-0.137
14.078,-0.137,-0.137,-0.137
14.086,-0.137,-0.137,-0.137
14.094,-0.137,-0.137,-0.137
14.102,-0.137,-0.137,-0.137
14.109,-0.137,-0.137,-0.137
14.117,-0.137,-0.137,-0.137
14.125,-0.137,-0.137,-0.137
14.133,-0.137,-0.137,-0.137
14.141,-0.137,-0.137,-0.137
14.148,-0.137,-0.137,-0.137
14.156,-0.137,-0.137,-0.137
14.164,-0.137,-0.137,-0.137
14.172,-0.137,-0.137,-0.137
14.18,-0.137,-0.137,-0.137
14.188,-0.137,-0.137,-0.137
14.195,-0.137,-0.137,-0.137
14.203,-0.137,-0.137,-0.137
14.211,-0.137,-0.137,-0.137
14.219,-0.137,-0.137,-0.137
14.227,-0.137,-0.137,-0.137
14.234,-0.137,-0.137,-0.137
14.242,-0.137,-0.137,-0.137
14.25,-0.137,-0.137,-0.137
14.258,-0.137,-0.137,-0.137
14.266,-0.137,-0.137,-0.137
14.273,-0.137,-0.137,-0.137
14.281,-0.137,-0.137,-0.137
14.289,-0.137,-0.137,-0.137
14.297,-0.137,-0.137,-0.137
14.305,-0.137,-0.137,-0.137
14.313,-0.137,-0.137,-0.137
14.32,-0.137,-0.137,-0.137
14.328,-0.137,-0.137,-0.137
14.336,-0.137,-0.137,-0.137
14.344,-0.137,-0.137,-0.137
14.352,-0.137,-0.137,-0.137
14.359,-0.137,-0.137,-0.137
14.367,-0.137,-0.137,-0.137
14.375,-0.137,-0.137,-0.137
14.383,-0.137,-0.137,-0.137
14.391,-0.137,-0.137,-0.137
14.398,-0.137,-0.137,-0.137
14.406,-0.137,-0.137,-0.137
14.414,-0.137,-0.137,-0.137
14.422,-0.137,-0.137,-0.137
14.43,0.078,0.078,0.078
14.438,0.627,0.627,0.627
14.445,0.765,0.765,0.765
14.453,0.804,0.804,0.804
14.461,0.804,0.804,0.804
14.469,0.804,0.804,0.804
14.477,0.804,0.804,0.804
14.484,0.804,0.804,0.804
14.492,0.804,0.804,0.804
14.5,0.804,0.804,0.804
14.508,0.804,0.804,0.804
14.516,0.804,0.804,0.804
14.523,0.804,0.804,0.804
14.531,0.804,0.804,0.804
14.539,0.804,0.804,0.804
14.547,0.804,0.804,0.804
14.555,0.804,0.804,0.804
14.563,0.804,0.804,0.804
14.57,0.569,0.569,0.569
14.578,0.02,0.02,0.02
14.586,-0.098,-0.098,-0.098
14.594,-0.137,-0.137,-0.137
14.602,-0.137,-0.137,-0.137
14.609,-0.137,-0.137,-0.137
14.617,-0.137,-0.137,-0.137
14.625,-0.137,-0.137,-0.137
14.633,-0.137,-0.137,-0.137
14.641,-0.137,-0.137,-0.137
14.648,-0.137,-0.137,-0.137
14.656,-0.137,-0.137,-0.137
14.664,-0.137,-0.137,-0.137
14.672,-0.137,-0.137,-0.137
14.68,-0.137,-0.137,-0.137
14.688,-0.137,-0.137,-0.137
14.695,-0.137,-0.137,-0.137
14.703,-0.137,-0.137,-0.137
14.711,-0.137,-0.137,-0.137
14.719,-0.137,-0.137,-0.137
14.727,-0.137,-0.137,-0.137
14.734,-0.137,-0.137,-0.137
14.742,-0.137,-0.137,-0.137
14.75,-0.137,-0.137,-0.137
14.758,-0.137,-0.137,-0.137
14.766,-0.137,-0.137,-0.137
14.773,-0.137,-0.137,-0.137
14.781,-0.137,-0.137,-0.137
14.789,-0.137,-0.137,-0.137
14.797,-0.137,-0.137,-0.137
14.805,-0.137,-0.137,-0.137
14.813,-0.137,-0.137,-0.137
14.82,-0.137,-0.137,-0.137
14.828,-0.137,-0.137,-0.137
14.836,-0.137,-0.137,-0.137
14.844,-0.137,-0.137,-0.137
14.852,-0.137,-0.137,-0.137
14.859,-0.137,-0.137,-0.137
14.867,-0.137,-0.137,-0.137
14.875,-0.137,-0.137,-0.137
14.883,-0.137,-0.137,-0.137
14.891,-0.137,-0.137,-0.137
14.898,-0.137,-0.137,-0.137
14.906,-0.137,-0.137,-0.137
14.914,-0.137,-0.137,-0.137
14.922,-0.137,-0.137,-0.137
14.93,-0.137,-0.137,-0.137
14.938,-0.137,-0.137,-0.137
14.945,-0.137,-0.137,-0.137
14.953,-0.137,-0.137,-0.137
14.961,-0.137,-0.137,-0.137
14.969,-0.137,-0.137,-0.137
14.977,-0.137,-0.137,-0.137
14.984,-0.137,-0.137,-0.137
14.992,-0.137,-0.137,-0.137
15,-0.137,-0.137,-0.137
15.008,-0.137,-0.137,-0.137
15.016,-0.137,-0.137,-0.137
15.023,-0.137,-0.137,-0.137
15.031,-0.137,-0.137,-0.137
15.039,-0.137,-0.137,-0.137
15.047,-0.137,-0.137,-0.137
15.055,-0.137,-0.137,-0.137
15.063,-0.137,-0.137,-0.137
15.07,-0.137,-0.137,-0.137
15.078,-0.137,-0.137,-0.137
15.086,-0.137,-0.137,-0.137
15.094,-0.137,-0.137,-0.137
15.102,-0.137,-0.137,-0.137
15.109,-0.137,-0.137,-0.137
15.117,-0.137,-0.137,-0.137
15.125,-0.137,-0.137,-0.137
15.133,-0.137,-0.137,-0.137
15.141,-0.137,-0.137,-0.137
15.148,-0.137,-0.137,-0.137
15.156,-0.137,-0.137,-0.137
15.164,-0.137,-0.137,-0.137
15.172,-0.137,-0.137,-0.137
15.18,-0.137,-0.137,-0.137
15.188,-0.137,-0.137,-0.137
15.195,-0.137,-0.137,-0.137
15.203,-0.137,-0.137,-0.137
15.211,-0.137,-0.137,-0.137
15.219,-0.137,-0.137,-0.137
15.227,-0.137,-0.137,-0.137
15.234,-0.137,-0.137,-0.137
15.242,-0.137,-0.137,-0.137
15.25,-0.137,-0.137,-0.137
15.258,-0.137,-0.137,-0.137
15.266,-0.137,-0.137,-0.137
15.273,-0.137,-0.137,-0.137
15.281,-0.137,-0.137,-0.137
15.289,-0.137,-0.137,-0.137
15.297,-0.137,-0.137,-0.137
15.305,-0.137,-0.137,-0.137
15.313,-0.137,-0.137,-0.137
15.32,-0.137,-0.137,-0.137
15.328,-0.137,-0.137,-0.137
15.336,-0.137,-0.137,-0.137
15.344,-0.137,-0.137,-0.137
15.352,-0.137,-0.137,-0.137
15.359,-0.137,-0.137,-0.137
15.367,-0.137,-0.137,-0.137
15.375,-0.137,-0.137,-0.137
15.383,-0.137,-0.137,-0.137
15.391,-0.137,-0.137,-0.137
15.398,-0.137,-0.137,-0.137
15.406,-0.137,-0.137,-0.137
15.414,-0.137,-0.137,-0.137
15.422,-0.137,-0.137,-0.137
15.43,0.078,0.078,0.078
15.438,0.627,0.627,0.627
15.445,0.765,0.765,0.765
15.453,0.804,0.804,0.804
15.461,0.804,0.804,0.804
15.469,0.804,0.804,0.804
15.477,0.804,0.804,0.804
15.484,0.804,0.804,0.804
15.492,0.804,0.804,0.804
15.5,0.804,0.804,0.804
15.508,0.804,0.804,0.804
15.516,0.804,0.804,0.804
15.523,0.804,0.804,0.804
15.531,0.804,0.804,0.804
15.539,0.804,0.804,0.804
15.547,0.804,0.804,0.804
15.555,0.804,0.804,0.804
15.563,0.804,0.804,0.804
15.57,0.569,0.569,0.569
15.578,0.02,0.02,0.02
15.586,-0.098,-0.098,-0.098
15.594,-0.137,-0.137,-0.137
15.602,-0.137,-0.137,-0.137
15.609,-0.137,-0.137,-0.137
15.617,-0.137,-0.137,-0.137
15.625,-0.137,-0.137,-0.137
15.633,-0.137,-0.137,-0.137
15.641,-0.137,-0.137,-0.137
15.648,-0.137,-0.137,-0.137
15.656,-0.137,-0.137,-0.137
15.664,-0.137,-0.137,-0.137
15.672,-0.137,-0.137,-0.137
15.68,-0.137,-0.137,-0.137
15.688,-0.137,-0.137,-0.137
15.695,-0.137,-0.137,-0.137
15.703,-0.137,-0.137,-0.137
15.711,-0.137,-0.137,-0.137
15.719,-0.137,-0.137,-0.137
15.727,-0.137,-0.137,-0.137
15.734,-0.137,-0.137,-0.137
15.742,-0.137,-0.137,-0.137
15.75,-0.137,-0.137,-0.137
15.758,-0.137,-0.137,-0.137
15.766,-0.137,-0.137,-0.137
15.773,-0.137,-0.137,-0.137
15.781,-0.137,-0.137,-0.137
15.789,-0.137,-0.137,-0.137
15.797,-0.137,-0.137,-0.137
15.805,-0.137,-0.137,-0.137
15.813,-0.137,-0.137,-0.137
15.82,-0.137,-0.137,-0.137
15.828,-0.137,-0.137,-0.137
15.836,-0.137,-0.137,-0.137
15.844,-0.137,-0.137,-0.137
15.852,-0.137,-0.137,-0.137
15.859,-0.137,-0.137,-0.137
15.867,-0.137,-0.137,-0.137
15.875,-0.137,-0.137,-0.137
15.883,-0.137,-0.137,-0.137
15.891,-0.137,-0.137,-0.137
15.898,-0.137,-0.137,-0.137
15.906,-0.137,-0.137,-0.137
15.914,-0.137,-0.137,-0.137
15.922,-0.137,-0.137,-0.137
15.93,-0.137,-0.137,-0.137
15.938,-0.137,-0.137,-0.137
15.945,-0.137,-0.137,-0.137
15.953,-0.137,-0.137,-0.137
15.961,-0.137,-0.137,-0.137
15.969,-0.137,-0.137,-0.137
15.977,-0.137,-0.137,-0.137
15.984,-0.137,-0.137,-0.137
15.992,-0.137,-0.137,-0.137
16,-0.137,-0.137,-0.137
16.008,-0.137,-0.137,-0.137
16.016,-0.137,-0.137,-0.137
16.023,-0.137,-0.137,-0.137
16.031,-0.137,-0.137,-0.137
16.039,-0.137,-0.137,-0.137
16.047,-0.137,-0.137,-0.137
16.055,-0.137,-0.137,-0.137
16.063,-0.137,-0.137,-0.137
16.07,-0.137,-0.137,-0.137
16.078,-0.137,-0.137,-0.137
16.086,-0.137,-0.137,-0.137
16.094,-0.137,-0.137,-0.137
16.102,-0.137,-0.137,-0.137
16.109,-0.137,-0.137,-0.137
16.117,-0.137,-0.137,-0.137
16.125,-0.137,-0.137,-0.137
16.133,-0.137,-0.137,-0.137
16.141,-0.137,-0.137,-0.137
16.148,-0.137,-0.137,-0.137
16.156,-0.137,-0.137,-0.137
16.164,-0.137,-0.137,-0.137
16.172,-0.137,-0.137,-0.137
16.18,-0.137,-0.137,-0.137
16.188,-0.137,-0.137,-0.137
16.195,-0.137,-0.137,-0.137
16.203,-0.137,-0.137,-0.137
16.211,-0.137,-0.137,-0.137
16.219,-0.137,-0.137,-0.137
16.227,-0.137,-0.137,-0.137
16.234,-0.137,-0.137,-0.137
16.242,-0.137,-0.137,-0.137
16.25,-0.137,-0.137,-0.137
16.258,-0.137,-0.137,-0.137
16.266,-0.137,-0.137,-0.137
16.273,-0.137,-0.137,-0.137
16.281,-0.137,-0.137,-0.137
16.289,-0.137,-0.137,-0.137
16.297,-0.137,-0.137,-0.137
16.305,-0.137,-0.137,-0.137
16.313,-0.137,-0.137,-0.137
16.32,-0.137,-0.137,-0.137
16.328,-0.137,-0.137,-0.137
16.336,-0.137,-0.137,-0.137
16.344,-0.137,-0.137,-0.137
16.352,-0.137,-0.137,-0.137
16.359,-0.137,-0.137,-0.137
16.367,-0.137,-0.137,-0.137
16.375,-0.137,-0.137,-0.137
16.383,-0.137,-0.137,-0.137
16.391,-0.137,-0.137,-0.137
16.398,-0.137,-0.137,-0.137
16.406,-0.137,-0.137,-0.137
16.414,-0.137,-0.137,-0.137
16.422,-0.137,-0.137,-0.137
16.43,0.078,0.078,0.078
16.438,0.627,0.627,0.627
16.445,0.765,0.765,0.765
16.453,0.804,0.804,0.804
16.461,0.804,0.804,0.804
16.469,0.804,0.804,0.804
16.477,0.804,0.804,0.804
16.484,0.804,0.804,0.804
16.492,0.804,0.804,0.804
16.5,0.804,0.804,0.804
16.508,0.804,0.804,0.804
16.516,0.804,0.804,0.804
16.523,0.804,0.804,0.804
16.531,0.804,0.804,0.804
16.539,0.804,0.804,0.804
16.547,0.804,0.804,0.804
16.555,0.804,0.804,0.804
16.563,0.804,0.804,0.804
16.57,0.569,0.569,0.569
16.578,0.02,0.02,0.02
16.586,-0.098,-0.098,-0.098
16.594,-0.137,-0.137,-0.137
16.602,-0.137,-0.137,-0.137
16.609,-0.137,-0.137,-0.137
16.617,-0.137,-0.137,-0.137
16.625,-0.137,-0.137,-0.137
16.633,-0.137,-0.137,-0.137
16.641,-0.137,-0.137,-0.137
16.648,-0.137,-0.137,-0.137
16.656,-0.137,-0.137,-0.137
16.664,-0.137,-0.137,-0.137
16.672,-0.137,-0.137,-0.137
16.68,-0.137,-0.137,-0.137
16.688,-0.137,-0.137,-0.137
16.695,-0.137,-0.137,-0.137
16.703,-0.137,-0.137,-0.137
16.711,-0.137,-0.137,-0.137
16.719,-0.137,-0.137,-0.137
16.727,-0.137,-0.137,-0.137
16.734,-0.137,-0.137,-0.137
16.742,-0.137,-0.137,-0.137
16.75,-0.137,-0.137,-0.137
16.758,-0.137,-0.137,-0.137
